participant_id,condition,imageid,headline,before_AI_Real_Fake,confidence_rating_before_AI,with_AI_Real_Fake,confidence_rating_with_AI,ground_truth_with_AI,after_AI_seen_before,after_AI_ground_truth,after_AI_Real_Fake,confidence_rating_after_AI,with_AI_seen_before,week
671cd612f039f8a9b5e55cca,Persuasive,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,100,REAL,100,real,No,real,Real,61,No,week 0
671f12c5d2543b67c0f12e57,Critical Thinking,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,34,FAKE,96,fake,No,fake,Fake,95,No,week 0
671f12c5d2543b67c0f12e57,Critical Thinking,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,86,FAKE,72,fake,No,fake,Fake,71,Yes,week 0
671f12c5d2543b67c0f12e57,Critical Thinking,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,90,FAKE,75,real,No,real,Real,90,No,week 0
671f12c5d2543b67c0f12e57,Critical Thinking,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",FAKE,82,REAL,100,real,No,real,Real,87,No,week 0
67217a2f6476292bf82e2e6d,Critical Thinking,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,70,REAL,85,real,No,real,Fake,70,Yes,week 0
67217a2f6476292bf82e2e6d,Critical Thinking,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,70,FAKE,70,real,No,real,Fake,75,No,week 0
67217a2f6476292bf82e2e6d,Critical Thinking,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,70,FAKE,80,fake,No,fake,Fake,70,No,week 0
67217a2f6476292bf82e2e6d,Critical Thinking,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",REAL,80,FAKE,90,fake,No,fake,Fake,70,No,week 0
672adb2909ca72744f212a7d,Critical Thinking,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,79,REAL,86,real,No,real,Real,100,Yes,week 0
672adb2909ca72744f212a7d,Critical Thinking,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,93,FAKE,97,fake,No,fake,Fake,100,No,week 0
672adb2909ca72744f212a7d,Critical Thinking,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,88,FAKE,94,fake,No,fake,Real,65,No,week 0
672adb2909ca72744f212a7d,Critical Thinking,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",REAL,95,REAL,96,real,No,real,Real,95,No,week 0
672ceecd4b982fd2123fa32f,Critical Thinking,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",FAKE,61,REAL,80,real,No,real,Real,80,No,week 0
672ceecd4b982fd2123fa32f,Critical Thinking,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",FAKE,70,REAL,92,real,No,real,Fake,50,No,week 0
672ceecd4b982fd2123fa32f,Critical Thinking,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",FAKE,95,FAKE,100,fake,No,fake,Fake,91,No,week 0
672ceecd4b982fd2123fa32f,Critical Thinking,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",FAKE,80,FAKE,100,fake,No,fake,Fake,83,No,week 0
672f246d1d67d71960402ef8,Critical Thinking,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",FAKE,55,FAKE,73,fake,No,fake,Fake,70,No,week 0
672f246d1d67d71960402ef8,Critical Thinking,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",REAL,68,REAL,83,real,No,real,Real,61,No,week 0
672f246d1d67d71960402ef8,Critical Thinking,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,72,FAKE,100,fake,No,fake,Fake,62,No,week 0
672f246d1d67d71960402ef8,Critical Thinking,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,76,REAL,93,real,No,real,Real,50,No,week 0
672feaa71ba8b290765e0c7a,Critical Thinking,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,100,FAKE,100,fake,No,fake,Fake,100,No,week 0
672feaa71ba8b290765e0c7a,Critical Thinking,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",FAKE,65,REAL,50,real,No,real,Real,60,No,week 0
672feaa71ba8b290765e0c7a,Critical Thinking,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,REAL,100,REAL,100,real,Yes,real,Real,93,Yes,week 0
672feaa71ba8b290765e0c7a,Critical Thinking,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",FAKE,100,FAKE,100,fake,No,fake,Fake,100,No,week 0
673378009f99d14c232c1f2b,Persuasive,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,33,FAKE,82,fake,No,fake,Fake,78,No,week 0
673378009f99d14c232c1f2b,Persuasive,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",REAL,70,REAL,74,real,No,real,Fake,59,No,week 0
673378009f99d14c232c1f2b,Persuasive,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",FAKE,55,REAL,62,real,No,real,Real,71,No,week 0
673378009f99d14c232c1f2b,Persuasive,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,75,FAKE,76,fake,No,fake,Fake,62,No,week 0
673b138dd177a7bf936e4a26,Persuasive,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",FAKE,74,FAKE,93,fake,No,fake,Fake,60,No,week 0
673b138dd177a7bf936e4a26,Persuasive,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,100,FAKE,97,fake,No,fake,Fake,80,No,week 0
673b138dd177a7bf936e4a26,Persuasive,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,85,FAKE,73,real,No,real,Real,71,No,week 0
673b138dd177a7bf936e4a26,Persuasive,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",FAKE,67,REAL,95,real,No,real,Real,81,No,week 0
673ccb0691efe91cd015dcf7,Persuasive,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",FAKE,66,FAKE,100,fake,No,fake,Fake,37,No,week 0
673ccb0691efe91cd015dcf7,Persuasive,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,100,FAKE,100,fake,No,fake,Fake,95,No,week 0
673ccb0691efe91cd015dcf7,Persuasive,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,FAKE,59,REAL,81,real,Yes,real,Real,95,No,week 0
673ccb0691efe91cd015dcf7,Persuasive,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",REAL,71,REAL,100,real,Yes,real,Real,66,No,week 0
6740e1e09ca406ab781318cb,Critical Thinking,4,Scott Brown incites violence during his campaign in Boston on Monday.,FAKE,100,FAKE,100,fake,No,fake,Fake,40,No,week 0
6740e1e09ca406ab781318cb,Critical Thinking,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,60,REAL,40,real,No,real,Real,60,No,week 0
6740e1e09ca406ab781318cb,Critical Thinking,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,70,FAKE,100,fake,No,fake,Real,60,No,week 0
6740e1e09ca406ab781318cb,Critical Thinking,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",REAL,80,REAL,100,real,No,real,Real,75,No,week 0
6740fea68181e7a67e3741d3,Critical Thinking,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,55,FAKE,83,real,No,real,Real,69,No,week 0
6740fea68181e7a67e3741d3,Critical Thinking,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,99,FAKE,100,fake,No,fake,Real,82,No,week 0
6740fea68181e7a67e3741d3,Critical Thinking,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",REAL,73,FAKE,100,fake,No,fake,Fake,39,No,week 0
6740fea68181e7a67e3741d3,Critical Thinking,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,95,REAL,100,real,No,real,Real,81,Yes,week 0
67439be8ee2236a7c078d523,Critical Thinking,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",FAKE,30,REAL,33,real,No,real,Real,30,No,week 0
67439be8ee2236a7c078d523,Critical Thinking,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,38,REAL,36,real,No,real,Real,30,No,week 0
67439be8ee2236a7c078d523,Critical Thinking,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,35,FAKE,45,fake,No,fake,Fake,30,No,week 0
67439be8ee2236a7c078d523,Critical Thinking,4,Scott Brown incites violence during his campaign in Boston on Monday.,FAKE,40,FAKE,55,fake,No,fake,Fake,51,No,week 0
67486ef5b88595ed8d20fe7c,Critical Thinking,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,91,FAKE,98,fake,No,fake,Fake,84,No,week 0
67486ef5b88595ed8d20fe7c,Critical Thinking,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",FAKE,74,FAKE,81,fake,No,fake,Fake,59,No,week 0
67486ef5b88595ed8d20fe7c,Critical Thinking,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,56,REAL,93,real,No,real,Real,52,No,week 0
67486ef5b88595ed8d20fe7c,Critical Thinking,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,56,FAKE,96,real,No,real,Real,68,No,week 0
674ca2f2b42dd96dc2f71707,Persuasive,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",FAKE,75,FAKE,100,fake,No,fake,Fake,65,No,week 0
674ca2f2b42dd96dc2f71707,Persuasive,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",FAKE,70,FAKE,100,fake,No,fake,Fake,81,No,week 0
674ca2f2b42dd96dc2f71707,Persuasive,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",REAL,50,REAL,90,real,No,real,Real,56,No,week 0
674ca2f2b42dd96dc2f71707,Persuasive,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",REAL,64,REAL,92,real,No,real,Fake,61,No,week 0
67529d0aecb73bfe140d521f,Critical Thinking,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,49,REAL,76,real,Yes,real,Real,50,Yes,week 0
67529d0aecb73bfe140d521f,Critical Thinking,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,57,FAKE,63,fake,No,fake,Fake,61,Yes,week 0
67529d0aecb73bfe140d521f,Critical Thinking,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,FAKE,45,REAL,69,real,No,real,Real,61,No,week 0
67529d0aecb73bfe140d521f,Critical Thinking,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",REAL,48,REAL,41,fake,No,fake,Fake,61,No,week 0
6753746b1f8827e2bd586bf0,Critical Thinking,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,26,FAKE,93,fake,No,fake,Real,30,No,week 0
6753746b1f8827e2bd586bf0,Critical Thinking,4,Scott Brown incites violence during his campaign in Boston on Monday.,FAKE,74,FAKE,56,fake,No,fake,Fake,61,No,week 0
6753746b1f8827e2bd586bf0,Critical Thinking,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,77,REAL,78,real,No,real,Real,40,No,week 0
6753746b1f8827e2bd586bf0,Critical Thinking,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",FAKE,79,FAKE,58,real,No,real,Real,20,No,week 0
6756a94929aa9c7782b3ab2a,Critical Thinking,4,Scott Brown incites violence during his campaign in Boston on Monday.,FAKE,100,FAKE,100,fake,No,fake,Fake,94,No,week 0
6756a94929aa9c7782b3ab2a,Critical Thinking,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,66,REAL,50,real,No,real,Real,55,No,week 0
6756a94929aa9c7782b3ab2a,Critical Thinking,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,0,FAKE,100,fake,No,fake,Fake,77,No,week 0
6756a94929aa9c7782b3ab2a,Critical Thinking,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,55,REAL,85,real,No,real,Real,75,No,week 0
675b6bf5887bccb7fad6c44d,Persuasive,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,100,FAKE,50,fake,No,fake,Fake,50,No,week 0
675b6bf5887bccb7fad6c44d,Persuasive,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,100,REAL,100,real,No,real,Fake,0,Yes,week 0
675b6bf5887bccb7fad6c44d,Persuasive,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",FAKE,100,FAKE,99,fake,No,fake,Fake,80,No,week 0
675b6bf5887bccb7fad6c44d,Persuasive,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",FAKE,0,REAL,100,real,Yes,real,Real,60,No,week 0
675cf75e3c237ff931f4a43e,Critical Thinking,4,Scott Brown incites violence during his campaign in Boston on Monday.,REAL,80,REAL,50,fake,No,fake,Fake,72,No,week 0
675cf75e3c237ff931f4a43e,Critical Thinking,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",FAKE,80,FAKE,90,fake,No,fake,Fake,71,No,week 0
675cf75e3c237ff931f4a43e,Critical Thinking,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,REAL,61,REAL,89,real,No,real,Real,92,No,week 0
675cf75e3c237ff931f4a43e,Critical Thinking,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,92,REAL,89,real,No,real,Real,91,No,week 0
6761134a283b8ace0b1e0345,Critical Thinking,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,REAL,40,REAL,75,real,No,real,Fake,76,Yes,week 0
6761134a283b8ace0b1e0345,Critical Thinking,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,30,FAKE,75,fake,No,fake,Fake,66,No,week 0
6761134a283b8ace0b1e0345,Critical Thinking,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",FAKE,69,REAL,41,real,No,real,Real,35,No,week 0
6761134a283b8ace0b1e0345,Critical Thinking,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,60,FAKE,80,fake,No,fake,Fake,100,No,week 0
676304145bbe20d1fd5d653c,Persuasive,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,100,REAL,100,real,No,real,Real,100,No,week 0
676304145bbe20d1fd5d653c,Persuasive,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",REAL,100,REAL,100,fake,No,fake,Fake,100,No,week 0
676304145bbe20d1fd5d653c,Persuasive,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,FAKE,100,FAKE,100,real,No,real,Real,100,No,week 0
676304145bbe20d1fd5d653c,Persuasive,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,100,REAL,100,fake,No,fake,Real,100,Yes,week 0
676491fbb0941bdbdd359b5c,Critical Thinking,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,100,REAL,100,fake,Yes,fake,Real,99,No,week 0
676491fbb0941bdbdd359b5c,Critical Thinking,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,100,REAL,100,real,Yes,real,Real,96,Yes,week 0
676491fbb0941bdbdd359b5c,Critical Thinking,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,93,REAL,100,real,Yes,real,Real,96,No,week 0
676491fbb0941bdbdd359b5c,Critical Thinking,4,Scott Brown incites violence during his campaign in Boston on Monday.,REAL,100,REAL,100,fake,Yes,fake,Real,79,No,week 0
67657279b0bce380fa33721e,Persuasive,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,75,REAL,45,real,No,real,Real,68,No,week 0
67657279b0bce380fa33721e,Persuasive,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",FAKE,55,FAKE,60,real,No,real,Fake,85,No,week 0
67657279b0bce380fa33721e,Persuasive,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,40,FAKE,80,fake,No,fake,Fake,70,No,week 0
67657279b0bce380fa33721e,Persuasive,4,Scott Brown incites violence during his campaign in Boston on Monday.,REAL,60,FAKE,60,fake,No,fake,Fake,100,No,week 0
67659224c577c7e97b074f43,Persuasive,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,35,FAKE,100,fake,No,fake,Fake,75,No,week 0
67659224c577c7e97b074f43,Persuasive,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,85,FAKE,100,fake,No,fake,Fake,75,No,week 0
67659224c577c7e97b074f43,Persuasive,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,60,REAL,65,real,No,real,Real,30,No,week 0
67659224c577c7e97b074f43,Persuasive,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",FAKE,10,REAL,100,real,No,real,Real,60,No,week 0
67667c5a2dde32ea7b0b66c7,Critical Thinking,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",FAKE,100,FAKE,100,fake,No,fake,Fake,82,No,week 0
67667c5a2dde32ea7b0b66c7,Critical Thinking,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,100,FAKE,100,fake,No,fake,Real,81,No,week 0
67667c5a2dde32ea7b0b66c7,Critical Thinking,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,66,REAL,84,real,No,real,Real,71,No,week 0
67667c5a2dde32ea7b0b66c7,Critical Thinking,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",REAL,70,REAL,91,real,No,real,Real,50,Yes,week 0
67745cfb4893225ef8d4bc4a,Critical Thinking,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",FAKE,62,FAKE,79,real,No,real,Fake,70,No,week 0
67745cfb4893225ef8d4bc4a,Critical Thinking,4,Scott Brown incites violence during his campaign in Boston on Monday.,FAKE,51,FAKE,72,fake,Yes,fake,Real,77,No,week 0
67745cfb4893225ef8d4bc4a,Critical Thinking,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",REAL,60,REAL,65,fake,Yes,fake,Real,68,No,week 0
67745cfb4893225ef8d4bc4a,Critical Thinking,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,FAKE,83,FAKE,82,real,Yes,real,Real,81,No,week 0
67758b914f06b14a31669644,Critical Thinking,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",FAKE,55,FAKE,55,real,No,real,Real,95,No,week 0
67758b914f06b14a31669644,Critical Thinking,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",REAL,100,FAKE,100,fake,No,fake,Real,50,No,week 0
67758b914f06b14a31669644,Critical Thinking,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",FAKE,100,FAKE,100,fake,No,fake,Fake,75,No,week 0
67758b914f06b14a31669644,Critical Thinking,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,100,REAL,100,real,No,real,Real,50,No,week 0
677dd8f9b2cb71d4c20618e3,Persuasive,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,61,FAKE,100,fake,No,fake,Fake,91,No,week 0
677dd8f9b2cb71d4c20618e3,Persuasive,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,FAKE,44,REAL,100,real,No,real,Real,93,No,week 0
677dd8f9b2cb71d4c20618e3,Persuasive,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,83,REAL,92,real,No,real,Real,91,No,week 0
677dd8f9b2cb71d4c20618e3,Persuasive,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,98,FAKE,100,fake,No,fake,Fake,88,No,week 0
677fb35eafd357a07e351a9f,Persuasive,4,Scott Brown incites violence during his campaign in Boston on Monday.,FAKE,60,FAKE,97,fake,No,fake,Fake,85,No,week 0
677fb35eafd357a07e351a9f,Persuasive,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,50,REAL,85,real,No,real,Real,52,No,week 0
677fb35eafd357a07e351a9f,Persuasive,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,FAKE,75,REAL,85,real,No,real,Real,50,No,week 0
677fb35eafd357a07e351a9f,Persuasive,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,77,FAKE,90,fake,No,fake,Fake,80,No,week 0
677fea44f0780e29406c0f6a,Critical Thinking,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,52,FAKE,70,real,No,real,Fake,49,No,week 0
677fea44f0780e29406c0f6a,Critical Thinking,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,REAL,47,FAKE,71,real,No,real,Fake,57,No,week 0
677fea44f0780e29406c0f6a,Critical Thinking,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,76,FAKE,100,fake,No,fake,Fake,71,No,week 0
677fea44f0780e29406c0f6a,Critical Thinking,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,82,FAKE,89,fake,No,fake,Fake,61,No,week 0
67801e07039915c53c217039,Persuasive,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,FAKE,81,REAL,72,real,No,real,Real,30,No,week 0
67801e07039915c53c217039,Persuasive,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",FAKE,61,FAKE,88,real,No,real,Real,66,No,week 0
67801e07039915c53c217039,Persuasive,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,90,FAKE,90,fake,No,fake,Real,65,No,week 0
67801e07039915c53c217039,Persuasive,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,79,FAKE,92,fake,No,fake,Fake,76,No,week 0
6784ea5cf89f784e621ac9fa,Critical Thinking,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,100,FAKE,100,fake,Yes,fake,Real,94,Yes,week 0
6784ea5cf89f784e621ac9fa,Critical Thinking,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,17,FAKE,100,fake,No,fake,Real,73,No,week 0
6784ea5cf89f784e621ac9fa,Critical Thinking,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,85,REAL,100,real,No,real,Fake,41,Yes,week 0
