participant_id,condition,imageid,headline,before_AI_Real_Fake,confidence_rating_before_AI,with_AI_Real_Fake,confidence_rating_with_AI,final rating submitted,ground_truth_with_AI,after_AI_seen_before,after_AI_ground_truth,after_AI_Real_Fake,confidence_rating_after_AI,phase,week
65624dbc33b93e2696f06d1f,1,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,18,FAKE,100,100.0,fake,No,fake,Fake,51,Phase1,0
65624dbc33b93e2696f06d1f,1,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",FAKE,40,FAKE,71,71.0,real,No,fake,Fake,48,Phase1,0
65624dbc33b93e2696f06d1f,1,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,75,REAL,100,100.0,real,No,real,Fake,49,Phase1,0
656330bce859fe9d4d59f7cd,1,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",REAL,82,FAKE,56,56.0,fake,No,fake,Real,65,Phase1,0
656330bce859fe9d4d59f7cd,1,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",REAL,65,FAKE,81,81.0,fake,No,fake,Real,51,Phase1,0
656330bce859fe9d4d59f7cd,1,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",FAKE,79,REAL,88,88.0,real,Yes,real,Real,80,Phase1,0
656330bce859fe9d4d59f7cd,1,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,86,REAL,81,81.0,real,No,real,Fake,71,Phase1,0
657f06882ad79871ba4e7b10,2,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",FAKE,50,FAKE,94,94.0,real,No,real,Fake,53,Phase1,0
657f06882ad79871ba4e7b10,2,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,100,FAKE,100,100.0,fake,No,fake,Fake,85,Phase1,0
657f06882ad79871ba4e7b10,2,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",REAL,100,REAL,100,100.0,real,No,real,Real,100,Phase1,0
657f06882ad79871ba4e7b10,2,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,36,FAKE,100,100.0,fake,No,fake,Real,68,Phase1,0
659f6995496dc58d821a8cfe,1,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,30,FAKE,67,67.0,fake,No,fake,Fake,92,Phase1,0
659f6995496dc58d821a8cfe,1,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,60,REAL,91,91.0,real,No,real,Fake,60,Phase1,0
659f6995496dc58d821a8cfe,1,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",REAL,72,REAL,98,98.0,real,No,real,Fake,75,Phase1,0
659f6995496dc58d821a8cfe,1,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,56,FAKE,91,91.0,fake,No,fake,Fake,81,Phase1,0
65c18c789a79785086046517,1,4,Scott Brown incites violence during his campaign in Boston on Monday.,FAKE,30,FAKE,62,62.0,fake,No,fake,Fake,87,Phase1,0
65c18c789a79785086046517,1,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,46,FAKE,60,60.0,fake,No,fake,Fake,71,Phase1,0
65c18c789a79785086046517,1,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",REAL,57,REAL,50,50.0,real,No,real,Real,53,Phase1,0
65c18c789a79785086046517,1,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,FAKE,55,REAL,53,53.0,real,No,real,Real,53,Phase1,0
65da0c93826bdadcf98372a9,2,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,REAL,64,REAL,85,85.0,real,No,real,Real,57,Phase1,0
65da0c93826bdadcf98372a9,2,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,53,REAL,61,61.0,real,No,real,Real,65,Phase1,0
65da0c93826bdadcf98372a9,2,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",FAKE,51,FAKE,79,79.0,fake,No,fake,Fake,63,Phase1,0
65da0c93826bdadcf98372a9,2,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,57,FAKE,81,81.0,fake,No,fake,Real,62,Phase1,0
65e00891e4c0c8cad9c1583a,2,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",REAL,80,REAL,90,90.0,fake,No,fake,Real,100,Phase1,0
65e00891e4c0c8cad9c1583a,2,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,REAL,100,REAL,100,100.0,real,No,real,Fake,60,Phase1,0
65e00891e4c0c8cad9c1583a,2,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",FAKE,40,REAL,100,100.0,real,No,real,Real,90,Phase1,0
65e00891e4c0c8cad9c1583a,2,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",FAKE,100,FAKE,100,100.0,fake,No,fake,Fake,100,Phase1,0
65eaee94a1826098aae0eb95,2,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",REAL,0,FAKE,100,100.0,fake,No,fake,Fake,77,Phase1,0
65eaee94a1826098aae0eb95,2,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,80,FAKE,100,100.0,fake,No,fake,Fake,8,Phase1,0
65eaee94a1826098aae0eb95,2,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,FAKE,95,REAL,18,18.0,real,No,real,Real,70,Phase1,0
65eaee94a1826098aae0eb95,2,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",REAL,8,REAL,21,21.0,real,No,real,Real,11,Phase1,0
65ee4106d4b632b7fb7a3f79,2,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",FAKE,71,FAKE,69,69.0,fake,No,fake,Fake,100,Phase1,0
65ee4106d4b632b7fb7a3f79,2,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",FAKE,62,FAKE,100,100.0,fake,No,fake,Fake,100,Phase1,0
65ee4106d4b632b7fb7a3f79,2,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",FAKE,54,REAL,87,87.0,real,No,real,Real,100,Phase1,0
65ee4106d4b632b7fb7a3f79,2,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",REAL,70,REAL,95,95.0,real,No,real,Fake,32,Phase1,0
65fb580ab7fbb2d518ee8eaa,1,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",FAKE,100,FAKE,100,100.0,fake,No,fake,Fake,53,Phase1,0
65fb580ab7fbb2d518ee8eaa,1,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,84,FAKE,86,86.0,fake,No,fake,Fake,49,Phase1,0
65fb580ab7fbb2d518ee8eaa,1,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,FAKE,100,REAL,99,99.0,real,No,real,Real,61,Phase1,0
65fb580ab7fbb2d518ee8eaa,1,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,REAL,85,REAL,100,100.0,real,No,real,Real,80,Phase1,0
6600a119385d8631c41cd795,1,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,89,REAL,100,100.0,real,Yes,real,Real,100,Phase1,0
6600a119385d8631c41cd795,1,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",FAKE,100,FAKE,97,97.0,fake,No,fake,Fake,100,Phase1,0
6600a119385d8631c41cd795,1,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,52,REAL,100,100.0,real,Yes,real,Real,100,Phase1,0
6600a119385d8631c41cd795,1,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,99,FAKE,100,100.0,fake,No,fake,Fake,90,Phase1,0
6604610e7a4c3d8b8aa2309f,1,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",REAL,55,REAL,86,86.0,real,No,real,Fake,54,Phase1,0
6604610e7a4c3d8b8aa2309f,1,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,93,REAL,99,99.0,real,No,real,Fake,62,Phase1,0
6604610e7a4c3d8b8aa2309f,1,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,100,FAKE,100,100.0,fake,No,fake,Real,53,Phase1,0
6604610e7a4c3d8b8aa2309f,1,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",REAL,47,FAKE,44,44.0,fake,No,fake,Fake,74,Phase1,0
660cda55786e37b1cbb49717,1,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",FAKE,38,FAKE,78,78.0,fake,No,fake,Fake,100,Phase1,0
660cda55786e37b1cbb49717,1,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,24,FAKE,68,68.0,fake,No,fake,Fake,60,Phase1,0
660cda55786e37b1cbb49717,1,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,10,REAL,100,100.0,real,No,real,Real,79,Phase1,0
660cda55786e37b1cbb49717,1,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,84,REAL,97,97.0,real,No,real,Real,60,Phase1,0
661571d6cc16ee34676734df,2,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",REAL,48,REAL,47,47.0,real,No,real,Real,53,Phase1,0
661571d6cc16ee34676734df,2,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,47,FAKE,52,52.0,fake,No,fake,Fake,53,Phase1,0
661571d6cc16ee34676734df,2,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,46,REAL,54,54.0,real,No,real,Real,54,Phase1,0
661571d6cc16ee34676734df,2,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",REAL,50,FAKE,56,56.0,fake,No,fake,Fake,51,Phase1,0
66231fc6e1ecba676935943a,1,4,Scott Brown incites violence during his campaign in Boston on Monday.,FAKE,75,FAKE,100,100.0,fake,No,fake,Real,54,Phase1,0
66231fc6e1ecba676935943a,1,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,50,FAKE,98,98.0,fake,No,fake,Fake,90,Phase1,0
66231fc6e1ecba676935943a,1,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,54,REAL,70,70.0,real,No,real,Fake,50,Phase1,0
66231fc6e1ecba676935943a,1,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",FAKE,51,REAL,56,56.0,real,No,real,Real,59,Phase1,0
66293ce3dba0764775195e58,1,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,66,FAKE,77,77.0,fake,No,fake,Fake,31,Phase1,0
66293ce3dba0764775195e58,1,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",FAKE,43,FAKE,74,74.0,fake,No,fake,Fake,45,Phase1,0
66293ce3dba0764775195e58,1,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",REAL,46,REAL,75,75.0,real,No,real,Real,58,Phase1,0
66293ce3dba0764775195e58,1,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,57,REAL,64,64.0,real,No,real,Real,62,Phase1,0
663a4e1d7e5525f5851d04c5,2,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,94,FAKE,100,100.0,fake,No,fake,Fake,90,Phase1,0
663a4e1d7e5525f5851d04c5,2,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,REAL,100,REAL,100,100.0,real,No,real,Real,50,Phase1,0
663a4e1d7e5525f5851d04c5,2,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,74,FAKE,100,100.0,real,No,real,Real,90,Phase1,0
663a4e1d7e5525f5851d04c5,2,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,51,FAKE,52,52.0,fake,No,fake,Real,50,Phase1,0
663a7af013938e6bbfb065d5,2,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,FAKE,85,FAKE,65,65.0,real,No,real,Real,80,Phase1,0
663a7af013938e6bbfb065d5,2,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",REAL,40,FAKE,55,55.0,fake,No,fake,Fake,100,Phase1,0
663a7af013938e6bbfb065d5,2,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,70,FAKE,70,70.0,real,No,real,Real,75,Phase1,0
663a7af013938e6bbfb065d5,2,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,80,REAL,65,65.0,fake,No,fake,Fake,65,Phase1,0
663d8f0edfd87b4c1f590b99,1,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,62,REAL,84,84.0,real,No,real,Real,22,Phase1,0
663d8f0edfd87b4c1f590b99,1,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,36,FAKE,55,55.0,fake,No,fake,Fake,81,Phase1,0
663d8f0edfd87b4c1f590b99,1,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,61,FAKE,52,52.0,fake,No,fake,Fake,60,Phase1,0
663d8f0edfd87b4c1f590b99,1,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",FAKE,49,REAL,82,82.0,real,No,real,Real,52,Phase1,0
663e3cebf22215cffd238d3e,2,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",FAKE,62,FAKE,70,70.0,real,No,real,Real,50,Phase1,0
663e3cebf22215cffd238d3e,2,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,100,REAL,74,74.0,real,No,real,Real,55,Phase1,0
663e3cebf22215cffd238d3e,2,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,70,FAKE,35,35.0,fake,No,fake,Fake,74,Phase1,0
663e3cebf22215cffd238d3e,2,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,82,FAKE,74,74.0,fake,No,fake,Fake,94,Phase1,0
663ece769c3a32475d274c94,2,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,84,REAL,91,91.0,real,No,real,Real,91,Phase1,0
663ece769c3a32475d274c94,2,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,52,FAKE,100,100.0,fake,No,fake,Fake,80,Phase1,0
663ece769c3a32475d274c94,2,4,Scott Brown incites violence during his campaign in Boston on Monday.,FAKE,49,FAKE,99,99.0,fake,No,fake,Fake,71,Phase1,0
663ece769c3a32475d274c94,2,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,50,REAL,50,50.0,real,No,real,Fake,91,Phase1,0
663fc7f72fe5d2acae3176f2,2,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",FAKE,70,REAL,75,75.0,real,No,real,Real,85,Phase1,0
663fc7f72fe5d2acae3176f2,2,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,80,FAKE,100,100.0,fake,No,fake,Fake,70,Phase1,0
663fc7f72fe5d2acae3176f2,2,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,85,FAKE,100,100.0,fake,No,fake,Fake,80,Phase1,0
663fc7f72fe5d2acae3176f2,2,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,70,REAL,100,100.0,real,No,real,Real,60,Phase1,0
66451cf935a985828f197f7e,1,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",FAKE,82,REAL,63,63.0,real,No,real,Real,100,Phase1,0
66451cf935a985828f197f7e,1,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,74,FAKE,100,100.0,fake,No,fake,Real,100,Phase1,0
66451cf935a985828f197f7e,1,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",REAL,55,FAKE,100,100.0,fake,No,fake,Fake,81,Phase1,0
66451cf935a985828f197f7e,1,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,REAL,100,REAL,100,100.0,real,No,real,Real,59,Phase1,0
664921b8a4c8fcf533571f7a,1,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,70,FAKE,75,75.0,fake,No,fake,Fake,80,Phase1,0
664921b8a4c8fcf533571f7a,1,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,80,REAL,100,100.0,real,No,real,Real,85,Phase1,0
664921b8a4c8fcf533571f7a,1,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,80,FAKE,97,97.0,fake,No,fake,Real,60,Phase1,0
664921b8a4c8fcf533571f7a,1,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,90,REAL,100,100.0,real,No,real,Real,81,Phase1,0
66509a4f5f39c86bc4cd57c0,1,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,REAL,79,REAL,85,85.0,real,Yes,real,Real,33,Phase1,0
66509a4f5f39c86bc4cd57c0,1,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",REAL,75,REAL,51,51.0,real,No,real,Real,50,Phase1,0
66509a4f5f39c86bc4cd57c0,1,4,Scott Brown incites violence during his campaign in Boston on Monday.,FAKE,100,FAKE,100,100.0,fake,Yes,fake,Real,60,Phase1,0
66509a4f5f39c86bc4cd57c0,1,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,71,FAKE,88,88.0,fake,No,fake,Fake,92,Phase1,0
6650a822a7a14d7179997510,1,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,74,FAKE,100,100.0,fake,No,fake,Fake,61,Phase1,0
6650a822a7a14d7179997510,1,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,22,REAL,0,0.0,real,No,real,Real,61,Phase1,0
6650a822a7a14d7179997510,1,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,REAL,100,REAL,100,100.0,real,No,real,Real,81,Phase1,0
6650a822a7a14d7179997510,1,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,100,FAKE,100,100.0,fake,No,fake,Fake,51,Phase1,0
6650ba88f2e4099801ab8357,2,8,"The Atlanta school board voted unanimously on Monday to rename a public school in honor of Hank Aaron, the baseball slugger who endured hate mail and death threats during his Hall of Fame career.",REAL,91,REAL,72,72.0,real,No,real,Real,58,Phase1,0
6650ba88f2e4099801ab8357,2,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,76,REAL,91,91.0,real,No,real,Real,51,Phase1,0
6650ba88f2e4099801ab8357,2,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,68,FAKE,96,96.0,fake,No,fake,Real,54,Phase1,0
6650ba88f2e4099801ab8357,2,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,65,FAKE,100,100.0,fake,No,fake,Real,60,Phase1,0
6651193f302387e52405119a,1,11,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",FAKE,35,REAL,70,70.0,real,No,real,Fake,40,Phase1,0
6651193f302387e52405119a,1,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",FAKE,21,REAL,80,80.0,real,No,real,Real,40,Phase1,0
6651193f302387e52405119a,1,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",REAL,30,FAKE,80,80.0,fake,No,fake,Fake,30,Phase1,0
6651193f302387e52405119a,1,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,45,FAKE,95,95.0,fake,No,fake,Fake,71,Phase1,0
66562875b665d8e2b1b6fc66,1,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,REAL,84,REAL,100,100.0,real,No,real,Real,50,Phase1,0
66562875b665d8e2b1b6fc66,1,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",FAKE,41,REAL,100,100.0,real,No,real,Real,80,Phase1,0
66562875b665d8e2b1b6fc66,1,4,Scott Brown incites violence during his campaign in Boston on Monday.,FAKE,62,FAKE,100,100.0,fake,No,fake,Real,72,Phase1,0
66562875b665d8e2b1b6fc66,1,5,"Mikerlyne Dorvil, accused of causing the earthquake in Haiti, rests on a bus leaving Port-au-Prince for an undisclosed location.",FAKE,100,FAKE,100,100.0,fake,No,fake,Fake,45,Phase1,0
665bd302372cfba059fbdab7,2,1,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",FAKE,92,FAKE,97,97.0,fake,No,fake,Fake,100,Phase1,0
665bd302372cfba059fbdab7,2,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,FAKE,72,FAKE,81,81.0,real,No,real,Fake,83,Phase1,0
665bd302372cfba059fbdab7,2,0,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",FAKE,100,FAKE,100,100.0,fake,No,fake,Fake,100,Phase1,0
665bd302372cfba059fbdab7,2,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",FAKE,100,FAKE,100,100.0,real,No,real,Fake,80,Phase1,0
66621e083b8f136c93a4e7b5,2,7,A crowd gathered on Tuesday in Minneapolis after the guilty verdict of Derek Chauvin.,REAL,67,FAKE,88,88.0,real,No,real,Real,55,Phase1,0
66621e083b8f136c93a4e7b5,2,2,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",FAKE,58,FAKE,56,56.0,fake,No,fake,Fake,57,Phase1,0
66621e083b8f136c93a4e7b5,2,6,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",REAL,55,REAL,58,58.0,real,No,real,Fake,58,Phase1,0
66621e083b8f136c93a4e7b5,2,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,55,FAKE,65,65.0,fake,No,fake,Fake,57,Phase1,0
6669f4d73f6ea3be1d2b7eae,1,12,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,REAL,70,REAL,78,78.0,real,No,real,Fake,62,Phase1,0
6669f4d73f6ea3be1d2b7eae,1,3,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",REAL,61,REAL,78,78.0,fake,No,fake,Fake,55,Phase1,0
6669f4d73f6ea3be1d2b7eae,1,10,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,REAL,75,REAL,76,76.0,real,No,real,Real,78,Phase1,0
6669f4d73f6ea3be1d2b7eae,1,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,74,REAL,70,70.0,real,No,fake,Fake,81,Phase1,0
666b4944d7f80b9099b5af20,1,9,"Sheriff Ed Gonzalez of Harris County, Texas, spoke with an inmate at the Harris County Joint Processing Center in 2019. President Biden plans to nominate Mr. Gonzalez to head Immigration and Customs Enforcement.",REAL,54,REAL,100,100.0,real,No,real,Real,49,Phase1,0
