participant_id,week,Thinking Process,AI effectiveness
67659224c577c7e97b074f43,Week 2,"So AI tried to reason with me as to why I think what I think about the item being real or fake. It gave me facts in response and then asked me to check whether that changes my reasoning in anyways. Assuming AI gives me the right facts, I would say it does a fantastic job in preparing me to spot fake vs real news. ","Yes it did, AI tried to reason with me as to why I think what I think about the item being real or fake. It gave me facts in response and then asked me to check whether that changes my reasoning in anyways. Assuming AI gives me the right facts, I would say it does a fantastic job in preparing me to spot fake vs real news. "
677fb35eafd357a07e351a9f,Week 2,"I tried bouncing ideas off of AI concerning the location and details of the supposed events in the images.  However, I was pessimistic concerning the accuracy of AI judgment concerning the legitimacy of the various images, and would certainly seek out further resources before accepting as fact. ",I believe that AI gave me tips on how to distinguish between real and fake images.  AI supported and encouraged my desire to seek out multiple verified reliable sources before confirming suspicious images as real. 
678f0bb28ec3307e4f1afb78,Week 2,I tried to gather facts through the use of AI to determine the validity of the news articles,no but it helped
6792f9facbb387400c5b6119,Week 2,"I am an intelligent wise soul and I can tell when machines and humans are being deceitful. This was a gross exercise, as in made me feel gross. ",
6797d5ada6654ec99f741b08,Week 2,My thinking process when reacting to what  the ai was saying was mainly to see if it reinforced or shut down my original opinion if it had a source or didnt that supported whether it was real or fake i usually say fake if lack of sources if there is a source present that supports its validity i go for true and discuss with the ai,Yeah i feel like it did. Lack of sources and an absurd amount of exaggeration usually mean its false or deceptive and the opposite suggests its true. i mean sometimes i figure i'm still wrong thought ngl.
67c83488e67b25dcb923d96d,Week 2,"How I evaluated each claim  Identify the core claim & time cue  Parse who/what/where and when (explicit date vs. vague “on Thursday”). Vague timing is a red flag that can signal recycled news.  Plausibility check (quick heuristics)  Ask: Is the actor plausible for this scenario right now?  Example: A former NY governor disrupting a town hall felt unlikely in 2025 without other chatter.  Corroboration scan (breadth & depth)  Would a real event have multiple independent, reputable outlets covering it? I mentally weigh breadth (many outlets) and depth (original reporting, on-the-record sources).  Absence of coverage for a dramatic claim → lowers confidence.","Yes, the AI provided guidance on identifying true and false information and images because:

Step-by-step verification methods were explained (e.g., reverse image search, metadata checks, timestamp verification).

Context analysis was demonstrated by comparing claims with historical facts and assessing plausibility.

Psychological factors and misinformation tactics were discussed, showing why certain content spreads.

Practical tools and resources like NewsGuard, InVID, and TinEye were introduced for real-world use."
67cf114d88ac6082ae5c17bd,Week 2,i thought of it like having a conversation with someone,a little bit. it helped me analyze my reasoning
67d47bef1b8777e754726be0,Week 2,"My thinking process when reacting to the AI dialogue is an iterative and multi-layered process, designed to be helpful, accurate, and context-aware.","I went beyond simply answering your ""Yes/No"" questions. My goal was to demonstrate and model a process of verification and critical thinking."
67dac9fec33b7784afd3d08b,Week 2,"well, i did have a lot of thought process. i asked if i could actually rely on the information i was provided with, to determine the possibility of the event being fake or real. but the AI, seemed very knowledgeable and know how to response to each question. with this i was able to rely on it's responses.","yes, to an extent."
67db3dd91c05b7278a0aad44,Week 2,I was using facts to answer the questions ,No even with AI its still hard to determine what is true and what is false 
67e711daa771e0a8ad8c36f6,Week 2,"When reacting to AI dialogue, my thinking process involves several layers of consideration to ensure responses are relevant, thoughtful, and coherent. Here's a detailed breakdown of the process:  1. Initial Understanding of the Prompt Clarifying Intent: The first thing I do is understand the user’s intent. Is the prompt a question, a statement, a request for clarification, or something else? I analyze the tone and context to gauge how to respond appropriately.  Identifying Key Elements: I focus on identifying the main subject, key points, and any potential emotional tones in the dialogue. In the case of a news discussion, I recognize the main event (e.g., the ambush in Coatepec Harinas) and any emotional reactions (e.g., uncertainty or curiosity about the news).","I don't think the AI actually teaches me how to identify true or false information in the way you might expect from a teacher or a learning experience. But it definitely helps me with tools and strategies for evaluating information. The way I approach truth or falsehood is based on patterns from reliable sources, and it helps me spot red flags like emotional manipulation, sensationalized language, or contradictory details."
67f3147d939ee392b2741fb5,Week 2,I was able to engage the AI. I learnt new things and gained new knowledge regarding information relating to the real news,"I'm not sure, but we were able to figure out the fake and real news"
560379c9e372c00011bd4a90,Week 4,It is like I am talking to a buddy. It is very human-like. Very fast responses. Nice talking to an AI robot.,"Not really at this point. I pretty know what to look out for. The AI was great to chat with though, very fast with the information. "
56b43607c54e3c000d3c9b0b,Week 4,I trusted most of what the AI said. I think that its sources are reliable. It helped confirm most of my initial thoughts about the headlines.,I feel like the AI just gave me suggestions based on the information from its sources. It didn't really teach me how to differentiate between true and false information.
57165ba7c5aca2000a8d32ca,Week 4,"I would assess the most important information to reach the verdict, such as how many news sources could be provided and also how realistic the news article sounds",
5c4f5967aac8be0001716a65,Week 4,I wanted to know where the AI got it's sources from but it mentioned it was from a data set. I would be skeptical in a real situation and do my own research to confirm the truth. Otherwise the AI convinced me when I questioned it and it gave good reasons to believe it.,"It did not teach me much about the images, but it also made me aware to make sure you find other outlets to confirm news articles as some can be misleading or have false information."
5caccbc4976d010014b9cd9d,Week 4,I stated my initial belief and then waited for the counter argument. I asked a couple of follow up questions to get more clarification as to why my initial reaction was correct or incorrect.,
5d07fc124e753800168ccafe,Week 4,"I think, as in previous tasks, I relied heavily on my intuition and used the dialogue to affirm my intuition, and ask questions about things I was unsure about. ","I don't think it significantly altered my abilities -- I feel like I can tell quite quickly if most images are AI or not, and can notice most fake news based on the fact I read the news frequently from a variety of sources."
5d20189bb34728001a230962,Week 4,Go with my gut instincts. These AI have been programmed by no other than who- man. And man is not trustworthy. The majority have a narrative they want spun to fulfill their agenda.,It could if I were still asleep.
5deb341d35575a2547b1f85a,Week 4,i tried to ask questions that helped clarify,"yes, it helped explain how to check for truth"
5e06ecd524f9390991997bb7,Week 4,"If an image looked like it was generated by AI then I was a lot less likely to trust that the headline was real. If the headline was also reported by credible sources like NPR or the New York Times, I was almost certain to believe that it was real as well. I assumed that the AI was telling me the truth and wouldn't lie to me because that would be unethical.","Yes, it taught me to investigate what the source of a news article and image are because that lends credibility."
5e27727328b7b698b037ee6c,Week 4,I was thinking about how realistic and beliveable the headlines were and if they seemed like something that could realistically occur.,I think that I did not get a good demonstration to gauge the truthfulness of these stories. It felt like it could have easily been telling me to believe one thing or another and did not get a good sense of how to tell that is true and what is false. I think it could have done a better job of teaching me that.
5e35373e1ddb124e6c306747,Week 4,"it was good to have confirmation and have a quick litmus test for validity, it was also really useful to cement that by being able to ask questions which helped my get a better understanding of context",I think it helped my clarify why my instinct is to question certain phrasing
5e916cb9e502b1498e8fc059,Week 4,"I was basically submitting cues in response to whatever questions it asked, so we could narrow down the relative authenticity or fakery of the image involved. That's basically the guideline I started off using, and stuck with, throughout the exercise.","Yes, I would say that that goal was reasonably accomplished through the back and forth questioning that the AI and I engaged in, to determine the authenticity of each image. Sometimes, the AI would initiate that exchange, other times, I would, if something seemed really obvious -- like the New York Governor allegedly instigating a riot, whose image seemed awfully clumsily Photoshopped into the resulting image. Some of those, as I mentioned to the AI, you could practically smell with the set off, so to speak, while others -- like that unusual slingshot image of the Myanmar protests -- seemed too weird for anyone to make up! So the responses and techniques definitely covered the spectrum, to say the least."
5ec62902bb44c16b842128f9,Week 4,"I analyzed the headline, the photo, and then whether I knew something about it. I used my best judgement. it seemed like the AI was very decisive on some, while others it was not so much.",
5f1b4845cbf55f3192e33b89,Week 4,I tried to get as details about the event and used the image to determine if the event was real or fake.,Yes it help me determine if the information was false based on what I was seeing. 
5faefcc22be93b11829e84df,Week 4,"I check the claim for evidence and clear sources. I compare the image, location and date for context. I also look for multiple reliable reports and match key facts.","Yes, the AI did teach me how to spot truth from falsehood. It showed me to check context, images and reliable sources. It helped me see how misleading claims can look real without proof."
601fd27860b197531ca7bdcc,Week 4,I was careful to ensure that i was critically analysing the response checking for any inconsistencies and any leading comments and questions. Inwas careful not to be too trusting.,"I believe it did teach me to identify true and false information. It helped me to critically analyse the headlines and the images, thereby allowing me to assess whether they were true."
6023f94d1951e70ae21770ec,Week 4,just texted what I thought about images,yes for sure good information
6287f4819c5fc8c4d48cc885,Week 4,"I wanted to get as much information from it as I could from it. It had more sources than me, so I had determine which ones I trusted enough to agree with its points. Sometimes it was being stubborn and repeating the same things so I had to ask it about the image or request new information. ",
628f9cfbee6de7cc7322fecf,Week 4,I thought about the AI's sources and the facts that it provided me. I thought about the authenticity of the AI and if it can be trusted. I thought about how informative the AI was. I also felt confident in the AI and felt like it understood what I was telling it.,Yes it helped me distinguish between the headlines and the images. It showed me how the images may be misleading.
637545d6428d85daeedc3df5,Week 4,I just asked the obvious questions,
640415971520c41606ca4389,Week 4,I see if it's justification aligns with my own.,It helped remind me to be skeptical and logical. 
647dde92d730823a9e5c7f0f,Week 4,The AI provided very good canned responses to all the questions I asked and statements that I made. Its knowledge cut off was from 2021 so the Thai government issue that took place today was not included in its knowledge. I was not aware that it could not search the web.,"No, I don't feel the AI taught me anything about identifying false information. I think it could help kids in high school though. My newsfeeds are only from reputable sources so I don't get to see the same kinds of trash that a lot of kids are fed on their TikTok, YouTube, Facebook feeds."
65178713fd459dd31fbfb62b,Week 4,"As I spoke with the AI, I wanted to be sure I was getting reinforcement about my opinions whether a news item was true or false.","Yes, I think the AI did. I now know to look for inconsistencies, artifacts, and other errors in photos to determine if they are real or fake."
651865050634b0ca55fc0d0d,Week 4,I thought about what it said about certain things regarding the images.  One particular thing I didn't get to catch was the image context vs article headline,"In some way, but it is still hard. One tip though, which is a good one, is verifying the image to see if it comes up."
6526ba5706ea8e4e5cafde48,Week 4,I first read the headline and looked carefully at the image provided. The image was a strong indicator where the headline was real or not.,I helped me cross-reference and verify the data. I wouldn't say it taught me. It just made fact-checking more efficient. 
65599c698363f734b0325aa2,Week 4,I wanted to get facts and verifiable results from the AI,yes
6562421abbbe0dc4b89ad4ff,Week 4,I was thinking about how it could help me with fact checking if that news post was legit. Id think that the AI could pull from the internet all types of sources that would either prove or disprove if a article is true.,Yes. The AI taught me how to identify true information by cross refrencing many credible sources. If a article is only available on one site and you search and nothing else shows up for that its most likely to be false info.
65624dbc33b93e2696f06d1f,Week 4,It was very helpful in giving tips on spotting if a headline it real or fake,"Yes, I do because it gave great tips on spotting it, as well as discussing how important checking multiple sources is"
65c18c789a79785086046517,Week 4,"Usually without my asking, it would provide info on whether reliable news sources had reported these stories. That is the first thing I wanted to know. Then maybe zero in on a few details. A few times I asked which news sources; a few times I asked about something in the picture. I think most of these it didn't take much from me to get information that made my decision.","In a way it helped, but I cannot identify anything it did that I couldn't have done myself with a Google search or two. And the other thing is if these are going to be useful, they need to be up to date. The way the AI was in this survey would be useless in the real world. These are all old stories...I think that is one reason why dates weren't included in the beginning, and rarely brought up in the chats. If you are rating on communication skills, they are ok. I even made a joke with one and it had a pretty good reply to me. But I know it is not real; it is programming. And it will only ever be as good as it's programming and what it has access to to learn. And that opens another ethical question about all of this and whether it is worth it. As does the enormous amount of power data centers use. "
65fb580ab7fbb2d518ee8eaa,Week 4,"It was smooth, and I found it helpful.","No, as I already knew how to point out the things AI suggested."
6604610e7a4c3d8b8aa2309f,Week 4,"I tried to see if what the AI was saying was 100% concrete, or if there were still grey areas in the response",
660cda55786e37b1cbb49717,Week 4,I was thinking that I should carefully take into consideration what the AI was saying regarding the stories and headlines,"Yes, it taught me to first confirm sources before I make my decision as to what is real or fake"
66231fc6e1ecba676935943a,Week 4,This time around I was thinking that the AI was making good enough assessments and was kind.,I think it did not really teach me but it did make me more aware of common sense actions to take.
66293ce3dba0764775195e58,Week 4,I am looking for facts that the ai can provide to validate my thinking of real or not for each article.,Yes it has provided information on how to varify a story the best way possible.
66451cf935a985828f197f7e,Week 4,"It felt like it was real chatting with the AI, and I felt comfortable and relaxed which also made it less demanding.","Yes, because it was able to provide research to back up rather the images were true or false"
664921b8a4c8fcf533571f7a,Week 4,"I asked the AI questions to see if it could give me an official source for the claims. If it couldn't and I was already suspicious the headline is fake, I believed even more that it is fake.",I think the AI was helpful. It taught me to analyze images in depth to see if they appear real and also to handle headlines with scrutiny based on what I already know and to use critical thinking.
6650a822a7a14d7179997510,Week 4,I would real the information that the AI provides and make my decision. ,"Yes, because it backed up its information with links to factual information. That taught me to do a little more research before I believe a headline."
6651193f302387e52405119a,Week 4,I took the evidence into account of what they stated and if there information was credible it led to me believing into the source and if it had no valuable information that is credible I was leaning towards it being fake. I made sure to ask many aspects of the headlines and images to ensure that the information was accurate and that I was satisfied with the responses it provided.,I felt like it taught me to identify true and false information through analyzing every aspect of the images and headlines to better understand if it misrepresenting the information and asking the correct questions that could identify problems with it.
66562875b665d8e2b1b6fc66,Week 4,To compare notes so that I could either confirm my own thoughts or look at facts not known. ,Not in any specific way but reinforced the need to verify and look for supporting or refuting facts before making a judgement.
666b4944d7f80b9099b5af20,Week 4,I basically tried to reference the ideas it game me last two times I interacted with it,i think i'm still a bit confused but i get the general idea!  i definitely would still have to do some outside research.
666c7b666fa83d9dad4c6451,Week 4,The ai gave me a point of view I didn't have and helped me reach a decision. The AI gives me all the facts of the photo and describes everything involved with it and I can reach a decision from there.,To a certain extent yes they have shown me what to keep an eye out for when deciding if something is fake or not.
667d81a95170bdd075f74203,Week 4,"Using prior knowledge and common sense evaluations of the images, information and AI responses. ",I do not think the AI taught me much about identifying true or false information and images because it was generic information that most people and I already know or use to to verify information that we question. 
66881fbe723bc57d75a2c268,Week 4,I think it was very nice having the AI and I was able to learn new ways to check the credibility of news.,Yes it did with some explanations given.
668f8d7343028ae0faa7a907,Week 4,"Well this third time I was really interested in learning a methodology for discerning whether news items were accurate or not. I had already delved a little bit into that the 2 previous times, but I wanted to clarify even more. So my thinking process was getting a method first for how the AI went about or would advise me to go about verifying whether a news item was true or not. So I either asked it to give me a protocol for discerning the veracity of a news item or how it would advice me to go about figuring out similar to the news item I was being shown was true or fake. Then after that I wanted to figure out a methodology for figuring out other steps of whatever protocol it gave me I didn't understand. Personally, I learn well and understand more if I have a plan of action or like a methodology for things. So say it gave me a protocol for figuring out if an article was true or not but then in one of the steps it talked about figuring out if the picture was real or not and gave me some pointers how to do that but was unclear about how to do some of the stuff. I then tried to ask it for a step by step protocol for example with tools to check whether a picture has been manipulated or is a sophisticated AI piece or a protocol for checking the trustworthiness of a website or news outlet for example. Not sure if that makes sense, but since I am new to certain aspects it was talking about checking protocols and methodologies that are like a step by step ""how to"" work well for me. Maybe it's how my mind learns to as well. ","Yes, I felt like it was very useful in not just guiding me but giving me methods or list by list ""how too"" in verifying various aspects of a news item from the image shown to the actual text presented as news. I was really surprised it was able to give me as much information as it did in the various aspects I asked it about and generate such detailed protocols for the various aspects that can be involved in checking the veracity of a news item. So I felt like it was good in giving me  framework which I'll use from here on out to discern the truthfulness of news pieces. I'm sure I can still fail to discern right but it was a strong framework it offered for sure."
66abf0c472f051b5e40cfbfd,Week 4,"I was thinking that the AI would be able to verify facts, so I felt that once results came back I could agree with the AI.",I know that without resources I will have a hard time knowing if an image is real or fake.
66b5172c8f0bd3b23ce66c22,Week 4,I asked questions to try to clarify stuff to make sure if it was real or fake,i think it helped to reaffirm information etc 
66cb2e0bd2169db778550269,Week 4,I wanted to see if the news headlines referenced were backed up by journalism from reputable and trustworthy news sources.,"The AI has taught me to identify True/False information/images because the AI Assistant taught me to use logic and critical thinking, as well as sourcing information from reputable/trustworthy sources, in order to determine the validity of News Headlines."
66dd097265650e0dec23231f,Week 4,"I trusted the AI chatbot to verify the information from it's news sources. It seems highly effective at picking out whether a story is true or not. Without this context, it is hard to tell if a story is true or not. I confirmed that the chatbot checked multiple sources and that they are confident in their conclusion. ","They didn't teach me much about exploring the context of the images themselves. They did emphasize that you must check across multiple sources to make sure a story is true. They did this for me, so I was fairly passive in this process, while the chatbot fact checked the stories. "
671cd612f039f8a9b5e55cca,Week 4,"It is easy for me though, first I review the image to see if it is an AI generated image, then I ask the assistant if the news and image can be found in any credible news outlet and also if it can be found with a google search, all these usually lead me to a conclusion.",It gave me a guideline on how to identify fake news using reputable news platforms
673378009f99d14c232c1f2b,Week 4,My thinking was first aligned with providing evidence to the headline and then evaluating whether it was possible based on what was depicted in the photo. I believe events may have occurred but not in the respective pictures given.,I believe it has assisted me in identifying truthful articles from misleading images as a story an be true but the images that go with it can be fake to draw in more attention.
673ccb0691efe91cd015dcf7,Week 4,"When reacting to the AI dialogue, I first read the claim carefully to understand the who, what, where, and when. I then look for details or red flags, such as vague wording or sensational language. I compare the claim with what I know from credible sources or memory, and if needed, check additional sources. Based on that, I judge whether the news is likely real or fake and assign a confidence level.","Yes, the AI helped me learn how to identify true and false information because it encouraged checking details, looking for credible sources, and comparing claims with verified reports. It also highlighted red flags like vague wording or unsupported statements, which made it easier to judge accuracy."
674ca2f2b42dd96dc2f71707,Week 4,"I asked for sources for the information. I tried to act like I would in a normal, real life conversation",Not really. I am very cautious when reading news and only really get my news from credible sources such as the BBC news website. 
675b6bf5887bccb7fad6c44d,Week 4,I thought about explaining the news in a clearer way.,"It gave me ideas on how to tell what’s real and what’s fake, and I could also count on doing my own observations."
676304145bbe20d1fd5d653c,Week 4,Making sure it understood that I was confident in my picks for good reason,Not really. I feel like all of my answers were correct just from looking at the pictures.
67657279b0bce380fa33721e,Week 4,"I tried to establish facts and corroborate claims.  Firstly by asking for sources on the articles, and then looking for any inconsistencies or clues in the photos that would either support or challenge the claims. ","Yes it taught me to question things more - news that may, on the surface, appear true, can reveal inconsistencies when you dig deeper.  (For instance, the flags in the Thailand story which appeared to be closer to the Paraguay flag.)"
67659224c577c7e97b074f43,Week 4,It does a good job in involving me in the full process of deducing the realness and fakeness. It seems to be unbiased and gives relevant info to decipher,"Yes, it gave me a few pointers such as sensationalism, looking out for pictures closely and connecting the dots. I think I am much able to sense which ones are fake or real"
677fb35eafd357a07e351a9f,Week 4,"I desired to seek out credible news sources from the AI.  I asked for sources from various credible outlets, exactly who those sources were, and some historical background concerning the events reported. ","yes, AI helped me to understand the importance of seeking out multiple credible sources for verifying news information.  Further, AI clarified the need to seek authenticity in images that may be fakes by looking for anomalies that do not reflect reality.  "
678f0bb28ec3307e4f1afb78,Week 4,I am collaborating with the AI to form a conclusion,yes through collaboration
6792f9facbb387400c5b6119,Week 4,"I am trying to talk to them like another LLM I use frequently, sometimes it doesn't respond the way I think it will. ",
6797d5ada6654ec99f741b08,Week 4,my thinking process when reacting to ai dialogue was first assesing whether it mentioned sources or supported my original opinion and then i answered based on those two things,yeah it's taught me slightly that if there are little to no sources or context its most likely false
67c83488e67b25dcb923d96d,Week 4,"Sure! Here’s a detailed breakdown of my thinking process as I reacted to the AI dialogue about the news headline regarding Gov. David A. Paterson inciting a riot:  Initial Skepticism When I first encountered the claim, I approached it with skepticism because it was a serious allegation involving a public figure. Such claims typically require strong evidence and credible sources, so I was alert for signs of misinformation.  Checking for Credible Evidence The AI dialogue pointed out that no reputable news outlets or fact-checkers had reported such an incident. I looked for confirmation or denial from reliable sources in my knowledge base. The absence of credible reports made me question the authenticity of the claim.  Evaluating the Language The phrase “incites a riot” is highly charged and legally significant. Sensational or inflammatory language is often a red flag for misleading headlines, so I considered this as a possible tactic to provoke strong reactions rather than inform objectively.  Considering Context and Character I reflected on Gov. Paterson’s known public behavior and history. There was no indication he would engage in actions that incite violence, which made the claim less plausible.  Reviewing the AI’s Reasoning The AI offered a structured explanation addressing the lack of evidence, the nature of the language, and contextual factors. This aligned with my own reasoning and reinforced my conclusion.  Balancing Confidence While I am fairly certain the claim is fake, I maintained a small margin of uncertainty to allow for any new evidence that might emerge, hence settling on a high confidence but not absolute certainty.  Engaging Constructively Throughout the dialogue, the AI encouraged exploration and critical thinking rather than simply delivering a verdict. This made the interaction collaborative, fostering deeper understanding","Yes, I feel the AI helped me learn how to identify true and false information and images. It guided me through analyzing the context, checking for credible sources, and questioning sensational claims. The step-by-step explanations encouraged critical thinking rather than just accepting headlines at face value. This approach made me more aware of common misinformation tactics and how to verify news effectively."
67cf114d88ac6082ae5c17bd,Week 4,i was thinking about ways to decide if news story was true or not,yes it thought me to check sources reliability and to check if it had widespread news coverage
67d47bef1b8777e754726be0,Week 4,"I separate what the image literally shows (observable facts) from what the caption/headline alleges (who, what, where, when, why).  I list any checkable specifics (names, locations, dates, numbers like “4,100 people,” etc.).  Describe only what’s visible  I stick to neutral, observable details (e.g., “a crowded indoor facility,” “foil blankets,” “police escorting detainees”).  I avoid identifying real people in images and don’t infer motives or emotions from a freeze-frame.  Assess the language of the claim  I watch for loaded phrasing (“incites violence,” “explosive,” “chaos erupts”) that may overstate evidence.","Step-by-step reasoning: It breaks down the process — for example, checking whether an image looks manipulated, comparing it with reliable sources, or questioning the context of the headline.

Tools and techniques: It introduced practical methods like reverse image search, metadata analysis, and cross-checking with trusted outlets."
67dac9fec33b7784afd3d08b,Week 4,"i think the AI is quite knowledgeable, it was particular about the credibility of the news. helping me with a break down clarification on the possibility of the news being real or fake  ","yes, it kind of did"
67db3dd91c05b7278a0aad44,Week 4,I tried to remember if i had seen any of the recent events and made my decision ,No i feel it sometimes gets it wrong also
67e711daa771e0a8ad8c36f6,Week 4,"When I first began the experiment, I wasn’t exactly sure what to expect, but I quickly realized it was designed to test how I evaluate the truthfulness of headlines, especially when paired with images or additional dialogue from an AI. Each news item forced me to slow down and think critically—something that doesn’t always happen in real-world media consumption.","Yes, I do feel that the AI helped teach me how to identify true and false information and images, but more through its process than by giving direct answers."
67f3147d939ee392b2741fb5,Week 4,The AI has information to verify if the news is real or not and I like that fact,"I can't tell, really. But the AI gives good information"
